sentimen,tweet,tweet_clean
positif,"Jokowi menjelaskan, pembangunan dan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan. Dengan demikian, kekuatan ekonomi Indonesia bisa lebih stabil #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1105659138061688838/photo/1 pic.twitter.com/XYt9VIWpRJÂ ",jokowi jelas bangun dan revitalisasi pasar rakyat ini jadi dasar utama dalam bangun ekonomi basis rakyat dengan demikian kuat ekonomi indonesia bisa lebih stabil 2019 jokowi kyai maruf
netral,"gue kasih tau..Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.Â  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",gue kasih tau bagai capai telah hasil capai khusus tumbuh ekonomi di era perintah jokowi jk sangat jauh tingkat pilih orang baik pilih jelas islam pilih baju putih
positif,"#PilihOrangBaik#PilihJelasIslamnya #PilihBajuPutih  Presiden @jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦",pilih orang baik pilih jelas islam pilih baju putih presiden jokowi bangun spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang mula 50ribu liter jadi 6500 liter
positif,"Bersatu Menangkan @Jokowi #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Brbagai upaya telah dilakukan utk membangun Indonesia bebas korupsi, dr pelayanan berbasis elektronik, sistem pengaduan masyarakat, penghargaan bg masyarakat yg mengungkap korupsi.",satu menang jokowi pilih orang baik pilih jelas islam pilih baju putih brbagai upaya telah laku utk bangun indonesia bebas korupsi dr layan basis elektronik sistem adu masyarakat harga bg masyarakat yg ungkap korupsi
negatif,Leres pakdhe :)  Salah satu aspek penting dari faktor ekonomi yg bertumbuh adalah stabilitas politik dalam negeri yg ditunjukkan dg adanya kepastian dan keadilan dalam penegakan hukum. Jadi pripun kabare ðŸ‘‰ #duatahunnovel pakde @jokowi ðŸ˜Šâ˜º,les pakdhe salah satu aspek penting dari faktor ekonomi yg tumbuh adalah stabilitas politik dalam negeri yg tunjuk dg ada pasti dan adil dalam tegak hukum jadi pripun kabare duatahunnovel pakde jokowi
negatif,demikian pak @prabowo walau pendidikannya tentara .. tapi ayahnya seorang ekonom legendaris di Indonesia ..   ya kali deh gak ngerti makro dan mikro ..   makro dan mikro pelajaran semester 1-2 di fakultas ekonomi .. CMIIW   ketauan .. jae baru belajar ekonomi .. kacaw..,demikian pak prabowo walau didik tentara tapi ayah orang ekonom legendaris di indonesia ya kali deh gak ngerti makro dan mikro makro dan mikro ajar semester 1 2 di fakultas ekonomi cmiiw tau jae baru ajar ekonomi kacaw
netral,Jangan terlalu bangga dengan jalan. Jika ekonomi jatuh terus. Nengara menag buka melihat jalanya yg megah. Seharusnya hasil bumi laut yg melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang.,jangan terlalu bangga dengan jalan jika ekonomi jatuh terus nengara menag buka lihat jala yg megah harus hasil bumi laut yg limpah ruah lebih dahulu baru idonesia maju jadi menang
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.    http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦",pilih orang baik pilih jelas islam pilih baju putih jokowi bangun spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang mula 50ribu liter jadi 6500 liter
netral,Katanya Jas itu harga mahal dan pakaian orang2 eropa dan amerika.,kata jas itu harga mahal dan pakai orang2 eropa dan amerika
netral,Prabowo Janjikan Harga Karet dan Kelapa Sawit Bikin Senyum Petani  https://nasional.sindonews.com/read/1394419/12/prabowo-janjikan-harga-karet-dan-kelapa-sawit-bikin-senyum-petani-1554858831?utm_source=dlvr.it&utm_medium=referralÂ â€¦,prabowo janji harga karet dan kelapa sawit bikin senyum tani
netral,Orang ini sangat dihargai oleh Raja Arab Saudi. Dia Pemimpin ku,orang ini sangat harga oleh raja arab saudi dia pimpin ku
negatif,"mencontoh ekonomi china, bukannya sujud seperti sekarang iniðŸ¤£",contoh ekonomi china bukan sujud seperti sekarang ini
positif,"Fyi gaes...Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.Â  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",fyi gaes bagai capai telah hasil capai khusus tumbuh ekonomi di era perintah jokowi jk sangat jauh tingkat pilih orang baik pilih jelas islam pilih baju putih
netral,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Kepercayaan hanya diberikan pd mrk yg berpengalaman. Seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi.   https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlÂ â€¦,pilih orang baik pilih jelas islam pilih baju putih percaya hanya beri pd mrk yg alam orang jokowi milik wakil yg alam bidang ekonomi
negatif,"Berapa sih gaji presiden dan wakil presiden? Berapa sih tunjangannya? Kalau kalian mengatakan tdk akan ambil sepeserpun gaji dan tunjangan baru hebat. Itu baru jualan, klu hanya gaji itu namanya jualan basi.",berapa sih gaji presiden dan wakil presiden berapa sih tunjang kalau kalian kata tdk akan ambil peser gaji dan tunjang baru hebat itu baru jual klu hanya gaji itu nama jual basi
positif,Mungkin pak @prabowo mengharap ketulusan karyawan untuk tidak menuntut gajiðŸ˜…,mungkin pak prabowo harap tulus karyawan untuk tidak tuntut gaji
netral,"Jamu Jokowi, Raja Salman Sajikan Nasi Mandhi - Warta Ekonomi  https://www.wartaekonomi.co.id/read223718/jamu-jokowi-raja-salman-sajikan-nasi-mandhi.htmlÂ â€¦",jamu jokowi raja salman saji nasi mandhi warta ekonomi
positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, di zaman Pak Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5N4gÂ ",pilih orang baik pilih jelas islam pilih baju putih dulu sekadar ada tumbuh ekonomi tanpa rata namun di zaman pak jokowi bukan hanya tumbuh ekonomi tapi juga rata bangun
negatif,"Kami moslem, kami menghormati dan menghargai umat agama Laen. Kami cinta damai karena Islam mengajarkan utk berbuat baik kpd semua manusia tanpa terkecuali. Dan kamipun pendukung 02. Bhineka tunggal Ika  #UASdifitnahKejiDanBrutal",kami moslem kami hormat dan harga umat agama laen kami cinta damai karena islam ajar utk buat baik kpd semua manusia tanpa kecuali dan kami dukung 02 bhineka tunggal ika uasdifitnah keji dan brutal
positif,@prabowo & @sandiuno  Tidak akan ambil gaji serupiah pun jika terpilih sbg Presiden RI  Benar kata alm. Gus Dur : orang yg paling ihlas utk Indonesia adalah prabowo ..!  #PrabowoSandiOKBanget #PrabowoSandiTakTerbendung #Tutup01Tusuk02 pic.twitter.com/VMyb,prabowo sandiuno tidak akan ambil gaji rupiah pun jika pilih sbg presiden ri benar kata alm gus dur orang yg paling ihlas utk indonesia adalah prabowo prabowo sandi okbanget prabowo sandi tak bendung tutup01 tusuk02
netral,"Jokowi-Ma'ruf Bicara Pengalaman, Prabowo-Sandi Janji Tak Ambil Gaji  https://today.line.me/id/pc/article/Jokowi+Ma+ruf+Bicara+Pengalaman+Prabowo+Sandi+Janji+Tak+Ambil+Gaji-GyOxl8?utm_source=facebook&utm_medium=linetodayhome&utm_campaign=snsoperationÂ â€¦",jokowi ma ruf bicara alam prabowo sandi janji tak ambil gaji
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ ",pilih orang baik pilih jelas islam pilih baju putih pilih pimpin itu yg udh jelas banyak capai nah ini dia 5 capai ekonomi lama perintah jokowi
negatif,"Gak perlu suudzon, di samping umroh pak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan Arab Saudi. Gak usah nyinyir bro, urus tuh junjunganmu yg lagi ziarah kubur moga2 aja gak nyembah kuburan.",gak perlu suudzon di samping umroh pak jokowi juga bahas kerja sama di bidang ekonomi dengan perintah arab saudi gak usah nyinyir bro urus tuh junjung yg lagi ziarah kubur moga2 aja gak nyembah kubur
positif,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pemerintah Jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ ,pilih orang baik pilih jelas islam pilih baju putih perintah jokowi juga sebut masa depan ekonomi indonesia di tangan anak anak muda kreatif
positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Keberhasilan tidak hanya dibidang infrastruktur, Jokowi jg berhasil memperbaiki ekonomi Indonesia.  https://kumparan.com/beritajatim/kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328Â â€¦",pilih orang baik pilih jelas islam pilih baju putih hasil tidak hanya bidang infrastruktur jokowi jg hasil baik ekonomi indonesia
positif,"Jokowi-Ma'ruf Pemimpin Indonesia.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦",jokowi ma ruf pimpin indonesia pilih orang baik pilih jelas islam pilih baju putih beberapa harga yg anugerah kepada jadi bukti bahwa jokowi adalah sosok pimpin yg aku integritas
negatif,"Mahal banget,  buat satu beginian untuk hasilkan 1 MW harganya bisa lebih mahal dari satu power plant yang bisa produksi 10 MW",mahal banget buat satu begini untuk hasil 1 mw harga bisa lebih mahal dari satu power plant yang bisa produksi 10 mw
netral,Jokowi bahas ekonomi makro dan mikro .. ya makanan sehari2 Sandiaga dari dulu itu sih .. fatal .. untuk ada ET .. keluarlah I-Spot .. sejenis revolusi 4.0 ..   Sok futuristik padahal otaknya antik,jokowi bahas ekonomi makro dan mikro ya makan sehari2 sandiaga dari dulu itu sih fatal untuk ada et keluar i spot jenis revolusi 4 0 sok futuristik padahal otak antik
negatif,Prabowo-Sandi Sepakat Ekonomi Indonesia Salah Arah  http://dlvr.it/R2pfn7Â  pic.twitter.com/UYuIsDr3ur,prabowo sandi sepakat ekonomi indonesia salah arah
negatif,Prabowo-Sandi Sepakat Ekonomi Indonesia Salah Arah  http://dlvr.it/R2pfmNÂ  Via : @KedaiPenaCom pic.twitter.com/FQQVzcojs4,prabowo sandi sepakat ekonomi indonesia salah arah via kedaipenacom
netral,"Fyi gaes...Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.Â  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",fyi gaes beberapa harga yg anugerah kepada jadi bukti bahwa jokowi adalah sosok pimpin yg aku integritas pilih orang baik pilih jelas islam pilih baju putih
negatif,Ketika wanita lain cerewat pada suaminya #TerimaKasihIstriku kamu hanya cerewet sama tukang sayur yang harganya naik. @jokowi,ketika wanita lain cerewat pada suami terima kasih istri kamu hanya cerewet sama tukang sayur yang harga naik jokowi
negatif,kalau emang prabowo mau seenggaknya prepare untuk persona agamis kaya belajar ngaji gtgt yakin 1000% bakal menang. tapi ya counter jokowi juga dengan rekrut MA ini bikin malah ga ketebak alurnya wkwkwk asli dah padahal prabowo cuma perlu jadi islami doang aslinya biar menang,kalau emang prabowo mau enggak prepare untuk persona agam kaya ajar ngaji gtgt yakin 1000 bakal menang tapi ya counter jokowi juga dengan rekrut ma ini bikin malah ga tebak alur wkwkwk asli dah padahal prabowo cuma perlu jadi islami doang asli biar menang
netral,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Pentingnya sisi industri kreatif dan inovatif di era industri global. Membuat jokowi tergerak untuk mengubah Badan Ekonomi Kreatif (Bekraf) menjadi sebuah kementerian .,pilih orang baik pilih jelas islam pilih baju putih penting sisi industri kreatif dan inovatif di era industri global buat jokowi gerak untuk ubah badan ekonomi kreatif bekraf jadi buah menteri
netral,"Buka PorProv Jateng, Ganjar Ingin Kepala Daerah Contoh Jokowi Hargai Atlet  #2019JokowiKyaiMaruf #RakyatApresiasiKinerjaJokowi  https://twitter.com/tag_nusantara/status/1060707183812169729/video/1Â â€¦",buka porprov jateng ganjar ingin kepala daerah contoh jokowi harga atlet 2019 jokowi kyai maruf rakyat apresiasi kerja jokowi
netral,Awal mula Mudzakir menjadi guru ngaji Jokowi pada 2001. Ketika itu banyak anak-anak dan orang dewasa meminta diajari membaca Al Quran secara privat.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,awal mula mudzakir jadi guru ngaji jokowi pada 2001 ketika itu banyak anak anak dan orang dewasa minta ajar baca al quran cara privat pilih orang baik pilih jelas islam pilih baju putih
netral,"@KHMarufAmin_ Untuk Indonesia Maju #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, di zaman Pak Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5",khmarufamin untuk indonesia maju pilih orang baik pilih jelas islam pilih baju putih dulu sekadar ada tumbuh ekonomi tanpa rata namun di zaman pak jokowi bukan hanya tumbuh ekonomi tapi juga rata bangun
positif,"Jokowi mendukung Esport di indonesia Mobile Legend, PUBG, Free Fire DLL  prabowo lebih memperdulikan sandang pangan harga harga turun.  Gua udah punya pilihan skarang.",jokowi dukung esport di indonesia mobile legend pubg free fire dll prabowo lebih duli sandang pangan harga harga turun gua udah punya pilih skarang
netral,"@VidiaAmanda3 17 April Pilih Jokowi-KMA. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ ",vidiaamanda3 17 april pilih jokowi kma pilih orang baik pilih jelas islam pilih baju putih pilih pimpin itu yg udh jelas banyak capai nah ini dia 5 capai ekonomi lama perintah jokowi
negatif,"namun adlh antara masyarakat banyak yg bekerja nyata & membayar pajak namun dieksploitasi & dirampok hak-2 & hartanya, dengan sedikit org yg menetapkan aturan, meraup keuntungan, serta ingin selalu mengeksploitasi & merampok harta negara & bangsa serta menghindari pajak.",namun adlh antara masyarakat banyak yg kerja nyata bayar pajak namun eksploitasi rampok hak 2 harta dengan sedikit org yg tetap atur raup untung serta ingin selalu eksploitasi rampok harta negara bangsa serta hindar pajak
netral,"@Dinikurnia21 17 April Coblos Jokowi-Ma'ruf. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ ",dinikurnia21 17 april coblos jokowi ma ruf pilih orang baik pilih jelas islam pilih baju putih pilih pimpin itu yg udh jelas banyak capai nah ini dia 5 capai ekonomi lama perintah jokowi
netral,@KHMarufAmin_ 17 April Pilih Jokowi-KMA. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pemerintah Jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ ,khmarufamin 17 april pilih jokowi kma pilih orang baik pilih jelas islam pilih baju putih perintah jokowi juga sebut masa depan ekonomi indonesia di tangan anak anak muda kreatif
negatif,"Gak ngaruh, jokowi mau ke kutub utara juga, rakyat taunya barang dan harga harga murah, berobat gampang, percuma mau kemana aja, kalau hutang negara malah nambah",gak ngaruh jokowi mau ke kutub utara juga rakyat tau barang dan harga harga murah obat gampang percuma mau mana aja kalau hutang negara malah nambah
netral,"Terpilih jadi Presiden/Wapres, Prabowo-Sandi Berjanji Akan Berikan Gajinya bagi Kaum Miskinâ€¦  https://goo.gl/fb/2VTnKiÂ ",pilih jadi presiden wapres prabowo sandi janji akan ikan gaji bagi kaum miskin
netral,Demokrat Minta Prabowo Hargai Kontribusi Presiden Sebelumnya  https://goo.gl/fb/d1NvPAÂ ,demokrat minta prabowo harga kontribusi presiden belum
positif,"Jokowi-KMA Pemimpin Optimis. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦",jokowi kma pimpin optimis pilih orang baik pilih jelas islam pilih baju putih beberapa harga yg anugerah kepada jadi bukti bahwa jokowi adalah sosok pimpin yg aku integritas
positif,madura prabowo harga mati ðŸ‘†ðŸ»ðŸ‘ˆðŸ»ðŸ˜€ðŸ˜€,madura prabowo harga mati
positif,prabowo harga mati. . titik,prabowo harga mati titik
netral,"Saat Jokowi masih menjadi pengusaha mebel di Solo. Mudzakir, guru ngaji Bpk @jokowi, pernah mendapat oleh-oleh dari ""muridnya"" sepulang dari Jerman. Yaitu korek api Zippo.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",saat jokowi masih jadi usaha mebel di solo mudzakir guru ngaji bpk jokowi pernah dapat oleh oleh dari murid pulang dari jerman yaitu korek api zippo pilih orang baik pilih jelas islam pilih baju putih
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]",pilih orang baik pilih jelas islam pilih baju putih bagai capai telah hasil capai khusus tumbuh ekonomi di era perintah jokowi jk sangat jauh tingkat
netral,Sy hargai sikap anda bang...tp lgsg unfol tanpa sy tau mslah sblm ini rasanya aneh jg bang...lagian yg bikin tweet mention yg brsangkutan jg kan pasti punya tujuan baik jg buat mengingatkan. Apa gak malah kontraproduktif kl lgsg diunfol?,sy harga sikap anda bang tp lgsg unfol tanpa sy tau mslah sblm ini rasa aneh jg bang lagi yg bikin tweet mention yg brsangkutan jg kan pasti punya tuju baik jg buat ingat apa gak malah kontraproduktif kl lgsg diunfol
